person_id,age,region,monthly_income,num_credit_lines,total_debt,debt_to_income_ratio,credit_utilization,late_payments_12m,account_open_date,default_probability,risk_segment,default_flag,ingestion_date
27270,55,CABA,1040.9,1,511.46,0.4909,0.2887,0,2021-03-26,0.108,Bajo,0,2026-08-25
27271,37,GBA Sur,1667.89,8,1663.02,0.9965,0.6388,3,2022-11-11,0.5122,Alto,0,2026-08-25
27272,35,CABA,1117.87,0,578.81,0.5173,0.4833,1,2015-10-14,0.202,Medio,0,2026-08-25
27273,29,Tucuman,1527.01,1,270.14,0.1768,0.5146,1,2011-03-04,0.1484,Bajo,0,2026-08-25
27274,40,Tucuman,793.3,2,1155.33,1.4545,0.438,1,2014-09-11,0.406,Alto,0,2026-08-25
27275,40,Cordoba,1315.94,2,484.57,0.368,0.3035,1,2013-08-11,0.1305,Bajo,0,2026-08-25
27276,48,GBA Oeste,2152.29,2,144.21,0.067,0.5365,0,2018-03-24,0.0918,Bajo,0,2026-08-25
27277,40,GBA Sur,2164.5,1,273.65,0.1264,0.2033,1,2011-05-11,0.078,Bajo,0,2026-08-25
27278,65,Cordoba,445.33,3,116.93,0.262,0.1951,1,2009-09-06,0.1089,Bajo,0,2026-08-25
27279,45,CABA,1111.52,5,121.1,0.1089,0.6346,1,2009-04-27,0.1737,Medio,0,2026-08-25
27280,28,Tucuman,482.09,1,196.62,0.407,0.2013,1,2023-08-08,0.1301,Bajo,0,2026-08-25
27281,27,GBA Norte,797.69,3,168.32,0.2107,0.275,1,2015-10-29,0.1161,Bajo,0,2026-08-25
27282,46,GBA Sur,815.09,1,246.21,0.3017,0.7314,1,2018-12-03,0.2442,Medio,0,2026-08-25
27283,27,CABA,1286.28,0,97.38,0.0756,0.1407,2,2010-12-26,0.1049,Bajo,0,2026-08-25
27284,47,GBA Oeste,978.49,1,206.7,0.211,0.4724,1,2013-10-13,0.1517,Medio,0,2026-08-25
27285,50,Santa Fe,766.35,2,196.89,0.2566,0.4388,0,2014-11-16,0.1138,Bajo,0,2026-08-25
27286,51,Cordoba,1336.87,1,893.21,0.6676,0.7878,1,2010-05-16,0.3298,Medio,1,2026-08-25
27287,29,CABA,593.97,2,304.29,0.5114,0.2869,1,2017-01-28,0.1612,Medio,0,2026-08-25
27288,51,Santa Fe,759.76,6,239.38,0.3147,0.4161,0,2013-04-10,0.1161,Bajo,0,2026-08-25
27289,43,CABA,863.08,1,572.1,0.6621,0.4915,1,2017-01-01,0.2369,Medio,1,2026-08-25
27290,32,Santa Fe,891.32,4,3152.38,3.5328,0.556,3,2010-08-25,0.9433,Muy Alto,1,2026-08-25
27291,38,Tucuman,1088.94,1,3894.26,3.5729,0.0874,3,2023-05-30,0.8783,Muy Alto,1,2026-08-25
27292,45,GBA Sur,1123.09,0,250.06,0.2225,0.1101,1,2009-10-10,0.0847,Bajo,0,2026-08-25
27293,31,Cordoba,728.57,3,160.54,0.2201,0.4949,1,2022-10-01,0.1656,Medio,1,2026-08-25
27294,43,Mendoza,1139.49,0,107.2,0.094,0.4215,1,2017-01-20,0.1233,Bajo,0,2026-08-25
27295,57,GBA Sur,1116.01,0,442.08,0.3958,0.7278,0,2012-05-15,0.1917,Medio,0,2026-08-25
27296,51,Santa Fe,1056.31,3,2400.42,2.2703,0.4284,1,2021-08-02,0.6104,Muy Alto,0,2026-08-25
27297,40,GBA Sur,514.87,2,105.89,0.2053,0.5147,2,2013-11-02,0.227,Medio,0,2026-08-25
27298,42,Tucuman,1247.11,2,408.24,0.3271,0.227,0,2023-02-20,0.0816,Bajo,0,2026-08-25
27299,33,CABA,1286.71,1,525.11,0.4078,0.4081,0,2023-10-31,0.1189,Bajo,0,2026-08-25
27300,33,CABA,1389.78,2,305.51,0.2197,0.6657,2,2013-01-04,0.257,Medio,0,2026-08-25
27301,21,Santa Fe,993.87,1,47.18,0.0474,0.1457,0,2021-10-11,0.0565,Bajo,0,2026-08-25
27302,43,GBA Norte,1651.57,2,5095.49,3.0834,0.7742,3,2013-09-24,0.9299,Muy Alto,1,2026-08-25
27303,48,Tucuman,1277.85,4,1155.87,0.9038,0.1792,1,2017-11-23,0.1776,Medio,1,2026-08-25
27304,39,Santa Fe,822.84,2,140.57,0.1706,0.2985,0,2014-08-24,0.0834,Bajo,0,2026-08-25
27305,29,Santa Fe,924.41,3,242.76,0.2623,0.4492,3,2020-09-05,0.2728,Medio,1,2026-08-25
27306,40,GBA Sur,769.95,1,105.58,0.137,0.2034,0,2012-05-28,0.0692,Bajo,0,2026-08-25
27307,56,Cordoba,705.55,4,533.84,0.7556,0.0218,1,2009-09-24,0.1299,Bajo,0,2026-08-25
27308,50,GBA Norte,1415.07,4,126.52,0.0893,0.6236,1,2012-03-03,0.1609,Medio,0,2026-08-25
27309,39,Tucuman,882.09,2,500.0,0.5662,0.4344,1,2014-12-22,0.2016,Medio,0,2026-08-25
27310,64,CABA,1464.81,2,767.83,0.5238,0.3963,0,2016-01-07,0.1241,Bajo,0,2026-08-25
27311,72,GBA Sur,2518.61,5,851.23,0.3378,0.2924,0,2017-12-27,0.075,Bajo,0,2026-08-25
27312,34,CABA,1592.01,1,1358.61,0.8529,0.4501,2,2021-02-05,0.3133,Medio,1,2026-08-25
27313,37,GBA Oeste,635.96,0,49.54,0.0778,0.0965,1,2010-02-11,0.077,Bajo,0,2026-08-25
27314,48,CABA,803.37,0,290.08,0.3606,0.13,0,2017-05-13,0.076,Bajo,0,2026-08-25
27315,29,CABA,1249.76,1,346.92,0.2774,0.665,0,2013-12-10,0.1579,Medio,0,2026-08-25
27316,50,Santa Fe,1244.97,1,4381.06,3.5162,0.1246,2,2009-05-14,0.8314,Muy Alto,1,2026-08-25
27317,41,GBA Sur,1850.03,7,422.49,0.2282,0.1213,0,2015-01-24,0.0568,Bajo,0,2026-08-25
27318,44,GBA Sur,858.69,5,124.41,0.1447,0.192,2,2022-09-20,0.127,Bajo,1,2026-08-25
27319,33,GBA Oeste,541.75,6,339.49,0.6255,0.6981,1,2015-10-01,0.3144,Medio,0,2026-08-25
27320,30,Tucuman,617.65,3,94.32,0.1525,0.0556,0,2021-11-10,0.0565,Bajo,0,2026-08-25
27321,18,GBA Sur,1641.82,3,94.78,0.0577,0.7528,1,2021-10-14,0.1891,Medio,0,2026-08-25
27322,57,CABA,1137.65,4,254.23,0.2233,0.2214,0,2013-02-19,0.0729,Bajo,0,2026-08-25
27323,51,Cordoba,1506.82,3,956.59,0.6344,0.0677,3,2019-05-03,0.2031,Medio,1,2026-08-25
27324,48,GBA Sur,885.63,1,273.19,0.3081,0.3061,0,2010-04-20,0.0953,Bajo,0,2026-08-25
27325,44,GBA Norte,732.84,2,805.42,1.0975,0.7727,0,2013-05-10,0.3738,Alto,0,2026-08-25
27326,18,GBA Oeste,1259.34,4,107.96,0.0857,0.7079,2,2010-11-19,0.25,Medio,0,2026-08-25
27327,30,GBA Sur,514.64,1,72.32,0.1403,0.4392,0,2018-02-25,0.1069,Bajo,0,2026-08-25
27328,36,Cordoba,1229.6,2,677.0,0.5501,0.2301,1,2019-05-21,0.1405,Bajo,0,2026-08-25
27329,27,GBA Norte,2076.49,2,1330.58,0.6405,0.1527,1,2015-02-18,0.1225,Bajo,0,2026-08-25
27330,19,Tucuman,296.84,2,79.57,0.2672,0.072,0,2016-03-04,0.0691,Bajo,0,2026-08-25
27331,28,CABA,606.8,0,40.18,0.0661,0.2862,0,2015-01-04,0.0765,Bajo,0,2026-08-25
27332,40,GBA Sur,984.07,1,235.69,0.2393,0.7049,1,2017-01-26,0.22,Medio,0,2026-08-25
27333,40,GBA Sur,805.44,0,24.28,0.0301,0.5828,0,2022-05-13,0.1152,Bajo,0,2026-08-25
27334,50,GBA Norte,978.45,4,365.58,0.3733,0.3826,1,2011-12-15,0.1535,Medio,1,2026-08-25
27335,64,CABA,2920.72,3,1007.17,0.3447,0.2697,2,2020-09-01,0.1304,Bajo,0,2026-08-25
27336,48,GBA Oeste,773.42,1,1407.56,1.8176,0.3463,3,2020-10-03,0.6338,Muy Alto,1,2026-08-25
27337,37,GBA Oeste,890.37,1,391.87,0.4396,0.117,0,2010-07-04,0.0804,Bajo,1,2026-08-25
27338,61,Cordoba,724.41,2,328.47,0.4528,0.4148,1,2012-11-05,0.1773,Medio,1,2026-08-25
27339,21,GBA Norte,460.14,1,55.23,0.1198,0.6729,0,2022-11-30,0.1535,Medio,0,2026-08-25
27340,18,GBA Norte,1126.06,1,399.33,0.3543,0.3042,2,2020-05-28,0.181,Medio,0,2026-08-25
27341,29,Cordoba,445.81,1,114.76,0.2568,0.2386,1,2019-08-20,0.1198,Bajo,1,2026-08-25
27342,49,Cordoba,595.01,4,347.27,0.5827,0.1968,1,2021-04-03,0.1476,Bajo,1,2026-08-25
27343,42,GBA Sur,1018.04,4,406.9,0.3993,0.6439,0,2013-10-26,0.1742,Medio,0,2026-08-25
27344,26,Santa Fe,1241.08,2,702.5,0.5656,0.4854,0,2017-02-13,0.1576,Medio,1,2026-08-25
27345,31,GBA Oeste,636.19,1,491.91,0.772,0.4374,3,2016-06-29,0.4014,Alto,0,2026-08-25
27346,25,Cordoba,650.75,3,225.29,0.3457,0.3208,2,2022-04-25,0.1939,Medio,0,2026-08-25
27347,25,GBA Sur,426.15,2,186.26,0.4361,0.285,0,2020-07-31,0.1134,Bajo,0,2026-08-25
27348,58,GBA Oeste,1322.81,2,497.9,0.3761,0.2419,0,2009-06-03,0.0857,Bajo,0,2026-08-25
27349,38,GBA Norte,997.31,1,388.56,0.3892,0.7214,0,2023-10-08,0.1945,Medio,0,2026-08-25
27350,61,Santa Fe,1077.83,4,191.86,0.1778,0.2969,2,2019-10-02,0.1477,Bajo,0,2026-08-25
27351,29,Santa Fe,511.79,0,446.75,0.8712,0.3887,0,2017-05-10,0.1966,Medio,0,2026-08-25
27352,45,Mendoza,1460.41,2,699.34,0.4785,0.4175,1,2013-11-13,0.1685,Medio,1,2026-08-25
27353,42,Santa Fe,797.76,2,413.56,0.5177,0.6096,0,2010-05-12,0.1893,Medio,1,2026-08-25
27354,50,GBA Norte,1534.03,1,1514.14,0.9864,0.1674,1,2019-01-22,0.1819,Medio,1,2026-08-25
27355,43,GBA Norte,749.26,0,94.61,0.1261,0.0687,0,2021-08-08,0.0545,Bajo,0,2026-08-25
27356,51,CABA,1192.94,6,2415.85,2.0234,0.6905,4,2009-05-22,0.8427,Muy Alto,1,2026-08-25
27357,46,Cordoba,729.94,0,512.46,0.7011,0.1784,0,2017-01-27,0.1168,Bajo,0,2026-08-25
27358,26,Cordoba,1489.83,1,2163.3,1.4511,0.3043,1,2017-06-06,0.3284,Medio,0,2026-08-25
27359,48,GBA Oeste,612.26,2,2212.01,3.607,0.765,3,2021-08-19,0.9642,Muy Alto,1,2026-08-25
27360,38,GBA Sur,1127.78,0,192.41,0.1705,0.1623,0,2020-10-05,0.0637,Bajo,0,2026-08-25
27361,30,Tucuman,537.51,0,275.74,0.512,0.2761,0,2013-07-27,0.1181,Bajo,0,2026-08-25
27362,48,Mendoza,847.78,4,197.66,0.2329,0.4589,0,2014-09-02,0.1138,Bajo,0,2026-08-25
27363,51,GBA Sur,1372.69,1,1651.35,1.2021,0.337,3,2013-02-10,0.4408,Alto,1,2026-08-25
27364,34,GBA Norte,573.39,2,172.85,0.3009,0.5252,1,2017-04-10,0.1895,Medio,0,2026-08-25
27365,35,GBA Sur,1207.34,3,826.0,0.6836,0.4137,1,2020-04-27,0.2092,Medio,1,2026-08-25
27366,23,Tucuman,1334.9,1,77.59,0.0581,0.2835,0,2019-11-10,0.0686,Bajo,0,2026-08-25
27367,18,CABA,331.31,1,18.12,0.0545,0.6955,2,2011-08-29,0.2658,Medio,0,2026-08-25
27368,37,GBA Oeste,1219.23,1,418.0,0.3426,0.2778,1,2009-01-13,0.1242,Bajo,0,2026-08-25
27369,49,Mendoza,1706.3,4,812.11,0.4757,0.213,0,2012-08-18,0.0864,Bajo,0,2026-08-25
27370,33,CABA,679.95,3,197.83,0.2905,0.3916,2,2009-06-01,0.2025,Medio,0,2026-08-25
27371,57,CABA,742.43,3,230.22,0.3097,0.3617,1,2020-11-19,0.1435,Bajo,0,2026-08-25
27372,37,Cordoba,475.73,6,133.01,0.279,0.722,0,2015-03-25,0.1882,Medio,1,2026-08-25
27373,37,Santa Fe,633.26,2,139.87,0.2205,0.0478,1,2017-08-27,0.0822,Bajo,0,2026-08-25
27374,36,Santa Fe,1572.01,1,661.38,0.4205,0.6535,0,2021-12-11,0.169,Medio,0,2026-08-25
27375,51,Santa Fe,863.46,2,440.97,0.5101,0.4126,2,2012-08-12,0.2429,Medio,0,2026-08-25
27376,28,GBA Norte,1197.17,9,1140.69,0.952,0.437,2,2017-05-06,0.3467,Medio,0,2026-08-25
27377,38,CABA,739.53,2,157.6,0.2128,0.4106,0,2018-09-15,0.1057,Bajo,0,2026-08-25
27378,33,GBA Sur,912.13,0,774.99,0.8487,0.2904,1,2012-02-06,0.2102,Medio,0,2026-08-25
27379,33,GBA Norte,1740.33,0,2575.67,1.4791,0.217,3,2023-10-31,0.4535,Alto,1,2026-08-25
27380,40,Santa Fe,1855.18,2,328.25,0.1768,0.3145,1,2018-09-27,0.1027,Bajo,0,2026-08-25
27381,38,CABA,1052.85,3,1519.24,1.4416,0.3507,0,2014-03-06,0.2811,Medio,0,2026-08-25
27382,52,Santa Fe,948.31,2,168.55,0.1775,0.7543,2,2016-06-03,0.2888,Medio,1,2026-08-25
27383,39,Santa Fe,691.03,1,308.68,0.4461,0.8088,0,2021-10-19,0.2394,Medio,0,2026-08-25
27384,46,Mendoza,1457.91,6,152.14,0.1043,0.1237,0,2017-05-14,0.0528,Bajo,0,2026-08-25
27385,42,Tucuman,944.89,3,531.6,0.562,0.1821,1,2022-08-25,0.1361,Bajo,0,2026-08-25
27386,56,CABA,1874.3,1,1935.58,1.0321,0.2157,2,2012-09-13,0.2547,Medio,0,2026-08-25
27387,36,GBA Sur,460.59,2,395.76,0.8574,0.2888,0,2015-07-14,0.1677,Medio,0,2026-08-25
27388,36,GBA Oeste,798.22,4,82.48,0.1032,0.73,0,2017-08-10,0.156,Medio,0,2026-08-25
27389,48,GBA Oeste,957.31,1,333.84,0.3484,0.5063,0,2014-01-31,0.1351,Bajo,0,2026-08-25
27390,36,CABA,1236.13,2,840.68,0.6795,0.3665,0,2014-11-25,0.145,Bajo,0,2026-08-25
27391,45,Mendoza,580.19,6,490.99,0.8448,0.6178,1,2016-09-04,0.3317,Medio,0,2026-08-25
27392,68,Santa Fe,1041.99,1,485.86,0.4658,0.2115,1,2013-06-04,0.1255,Bajo,0,2026-08-25
27393,28,Tucuman,1506.8,2,86.54,0.0574,0.447,0,2019-09-24,0.0874,Bajo,0,2026-08-25
27394,58,GBA Oeste,1214.86,3,646.35,0.5316,0.3878,0,2018-07-29,0.1281,Bajo,0,2026-08-25
27395,34,CABA,1129.34,3,346.1,0.3062,0.6151,0,2020-11-23,0.1519,Medio,0,2026-08-25
27396,56,GBA Sur,752.19,3,158.78,0.2108,0.4721,0,2023-11-23,0.1143,Bajo,0,2026-08-25
27397,48,CABA,928.43,4,381.9,0.4109,0.8283,1,2011-01-08,0.2985,Medio,0,2026-08-25
27398,47,Santa Fe,655.93,4,150.92,0.2297,0.4849,0,2020-08-14,0.1213,Bajo,0,2026-08-25
27399,38,GBA Oeste,1575.48,2,389.99,0.2474,0.835,0,2020-10-18,0.1886,Medio,0,2026-08-25
27400,36,GBA Oeste,1185.54,2,119.7,0.1009,0.8528,1,2015-11-26,0.2354,Medio,0,2026-08-25
27401,31,GBA Oeste,1012.83,1,303.71,0.2996,0.2799,2,2017-08-12,0.1667,Medio,0,2026-08-25
27402,40,Mendoza,1073.07,1,234.87,0.2187,0.5509,2,2015-01-04,0.2264,Medio,0,2026-08-25
27403,37,Mendoza,1729.85,4,332.38,0.192,0.321,1,2018-03-11,0.1074,Bajo,0,2026-08-25
27404,42,GBA Oeste,2567.74,1,984.57,0.3833,0.296,0,2017-04-02,0.0807,Bajo,0,2026-08-25
27405,23,GBA Norte,958.99,2,113.4,0.1181,0.447,0,2021-12-25,0.1004,Bajo,0,2026-08-25
27406,40,GBA Norte,1027.32,2,167.3,0.1627,0.1255,1,2019-01-07,0.0832,Bajo,0,2026-08-25
27407,55,GBA Sur,1247.29,1,1232.84,0.9876,0.712,2,2011-11-03,0.4665,Alto,0,2026-08-25
27408,51,GBA Norte,1995.63,1,797.0,0.3992,0.4672,1,2014-09-01,0.1571,Medio,0,2026-08-25
27409,40,Cordoba,1416.4,2,990.46,0.6988,0.5778,0,2015-09-26,0.1972,Medio,0,2026-08-25
27410,70,GBA Norte,1308.43,0,528.35,0.4035,0.3614,3,2019-03-20,0.2532,Medio,0,2026-08-25
27411,33,CABA,1386.43,4,767.39,0.5531,0.6407,0,2020-03-02,0.1917,Medio,0,2026-08-25
27412,38,Santa Fe,1190.43,3,43.13,0.0362,0.4809,0,2021-12-31,0.0935,Bajo,0,2026-08-25
27413,22,Santa Fe,464.54,3,1040.51,2.2351,0.6177,3,2018-10-15,0.8276,Muy Alto,1,2026-08-25
27414,35,Mendoza,1607.18,0,850.25,0.5287,0.4084,0,2019-09-08,0.1279,Bajo,0,2026-08-25
27415,61,GBA Sur,777.46,5,563.0,0.7232,0.2137,0,2010-10-12,0.1238,Bajo,0,2026-08-25
27416,35,CABA,931.53,0,203.14,0.2178,0.5643,1,2017-12-21,0.1781,Medio,1,2026-08-25
27417,21,Mendoza,624.09,2,275.66,0.441,0.1053,0,2018-09-04,0.0832,Bajo,0,2026-08-25
27418,50,GBA Norte,918.51,2,662.48,0.7205,0.1126,3,2016-02-21,0.2493,Medio,0,2026-08-25
27419,44,GBA Oeste,1120.03,2,114.74,0.1023,0.4254,1,2020-05-18,0.1252,Bajo,0,2026-08-25
27420,49,GBA Norte,1901.88,3,3296.56,1.7324,0.1283,2,2020-12-29,0.3875,Alto,1,2026-08-25
27421,36,Cordoba,802.08,4,70.95,0.0883,0.1765,0,2009-05-07,0.0629,Bajo,0,2026-08-25
27422,27,Tucuman,1909.29,3,306.68,0.1605,0.2789,1,2021-02-15,0.0958,Bajo,0,2026-08-25
27423,37,GBA Oeste,480.68,2,94.05,0.1953,0.1566,1,2012-12-09,0.0978,Bajo,0,2026-08-25
27424,46,Santa Fe,599.03,1,282.52,0.4708,0.0716,1,2016-05-29,0.1092,Bajo,0,2026-08-25
27425,39,GBA Sur,674.04,2,261.46,0.3873,0.4977,0,2020-04-27,0.1445,Bajo,0,2026-08-25
27426,44,Mendoza,1425.2,2,858.91,0.6022,0.6432,4,2011-07-21,0.5006,Alto,1,2026-08-25
27427,33,GBA Norte,625.91,2,57.42,0.0916,0.3317,1,2012-10-27,0.1152,Bajo,0,2026-08-25
27428,45,GBA Norte,591.14,2,594.81,1.0045,0.7074,3,2019-11-08,0.5829,Alto,0,2026-08-25
27429,39,GBA Sur,2296.88,2,272.95,0.1188,0.4052,1,2011-05-02,0.1059,Bajo,0,2026-08-25
27430,31,Cordoba,895.42,2,168.67,0.1882,0.5495,1,2018-11-20,0.1709,Medio,0,2026-08-25
27431,41,GBA Sur,1988.24,3,223.71,0.1125,0.8215,0,2010-08-17,0.1549,Medio,1,2026-08-25
27432,35,GBA Norte,1577.68,4,989.99,0.6271,0.53,1,2009-10-07,0.2248,Medio,1,2026-08-25
27433,47,GBA Oeste,1464.83,2,552.99,0.3773,0.6561,1,2010-10-18,0.2174,Medio,1,2026-08-25
27434,50,GBA Sur,1818.87,5,2395.14,1.3161,0.5257,2,2009-02-12,0.4529,Alto,0,2026-08-25
27435,46,GBA Sur,899.74,0,71.5,0.0794,0.7711,1,2009-09-21,0.2115,Medio,0,2026-08-25
27436,20,Santa Fe,513.93,1,473.65,0.9198,0.4766,2,2015-03-22,0.3805,Alto,0,2026-08-25
27437,28,Mendoza,1207.62,1,234.76,0.1942,0.1922,1,2018-03-01,0.0945,Bajo,0,2026-08-25
27438,32,CABA,811.77,2,401.26,0.4937,0.532,0,2022-09-09,0.1662,Medio,0,2026-08-25
27439,30,Mendoza,1265.36,3,228.05,0.1801,0.7654,0,2019-06-12,0.1674,Medio,0,2026-08-25
27440,33,GBA Oeste,1475.08,5,132.51,0.0898,0.371,0,2016-01-05,0.0796,Bajo,0,2026-08-25
27441,51,GBA Norte,734.43,3,124.17,0.1688,0.2448,2,2015-11-04,0.1425,Bajo,0,2026-08-25
27442,48,Mendoza,790.56,2,159.16,0.2011,0.4707,2,2021-06-28,0.2045,Medio,0,2026-08-25
27443,34,GBA Norte,926.03,4,1031.65,1.1129,0.4039,2,2013-09-03,0.3819,Alto,1,2026-08-25
27444,47,GBA Oeste,1816.61,0,251.7,0.1385,0.4259,0,2010-03-20,0.0862,Bajo,0,2026-08-25
27445,43,Mendoza,708.52,1,213.5,0.3009,0.244,0,2020-12-29,0.0879,Bajo,0,2026-08-25
27446,39,CABA,2338.84,1,1605.19,0.686,0.342,1,2010-08-03,0.1639,Medio,0,2026-08-25
27447,53,Cordoba,536.01,3,52.17,0.0972,0.6402,1,2020-08-11,0.1848,Medio,0,2026-08-25
27448,32,GBA Norte,2080.8,2,347.22,0.1668,0.2848,2,2015-08-27,0.1292,Bajo,0,2026-08-25
27449,40,GBA Sur,1104.08,4,170.2,0.154,0.823,0,2009-07-31,0.1802,Medio,0,2026-08-25
27450,27,GBA Oeste,1213.32,2,304.1,0.2504,0.2204,0,2015-07-25,0.0761,Bajo,0,2026-08-25
27451,27,GBA Oeste,1237.82,2,493.97,0.3987,0.2096,1,2015-02-03,0.1185,Bajo,0,2026-08-25
27452,23,GBA Norte,303.17,0,54.25,0.1783,0.5701,1,2022-09-24,0.1891,Medio,0,2026-08-25
27453,28,Cordoba,822.25,1,193.93,0.2356,0.4322,1,2014-08-02,0.1513,Medio,0,2026-08-25
27454,40,GBA Norte,925.43,1,238.39,0.2573,0.6324,1,2022-07-26,0.203,Medio,0,2026-08-25
27455,36,GBA Norte,1724.12,5,32.72,0.019,0.6549,0,2021-11-01,0.1136,Bajo,0,2026-08-25
27456,36,GBA Oeste,936.89,4,298.25,0.318,0.0283,2,2012-01-17,0.1155,Bajo,0,2026-08-25
27457,36,GBA Norte,1910.09,3,142.0,0.0743,0.4416,0,2017-08-05,0.0827,Bajo,0,2026-08-25
27458,61,GBA Norte,2412.69,4,237.92,0.0986,0.4534,0,2013-11-08,0.0788,Bajo,0,2026-08-25
27459,26,GBA Oeste,1240.86,1,710.66,0.5723,0.417,1,2015-10-20,0.1912,Medio,0,2026-08-25
27460,25,Tucuman,1021.04,1,435.85,0.4264,0.1154,2,2015-09-22,0.1466,Bajo,0,2026-08-25
27461,29,Santa Fe,584.87,1,27.91,0.0476,0.3774,0,2020-11-12,0.0875,Bajo,0,2026-08-25
27462,39,CABA,1329.02,4,71.27,0.0536,0.3692,0,2015-11-01,0.0776,Bajo,0,2026-08-25
27463,46,GBA Sur,886.6,1,42.98,0.0484,0.089,1,2012-06-26,0.0707,Bajo,0,2026-08-25
27464,47,Cordoba,1940.84,1,1919.32,0.9884,0.3191,3,2009-07-03,0.3574,Alto,0,2026-08-25
27465,51,GBA Oeste,569.57,2,260.16,0.456,0.3929,1,2022-10-18,0.1769,Medio,0,2026-08-25
27466,38,GBA Sur,730.1,1,107.22,0.1467,0.4244,2,2021-12-27,0.1851,Medio,0,2026-08-25
27467,35,Tucuman,1517.92,3,356.22,0.2345,0.8346,0,2016-12-10,0.1881,Medio,0,2026-08-25
27468,59,Tucuman,2319.1,2,865.26,0.3729,0.1315,1,2015-04-24,0.0855,Bajo,0,2026-08-25
27469,18,GBA Norte,1309.58,4,652.44,0.4978,0.5031,2,2018-06-15,0.2648,Medio,0,2026-08-25
27470,40,GBA Oeste,1817.56,2,424.64,0.2335,0.4131,3,2014-02-19,0.2276,Medio,0,2026-08-25
27471,45,GBA Sur,1109.74,2,494.35,0.4451,0.7535,4,2010-02-08,0.5186,Alto,0,2026-08-25
27472,62,GBA Oeste,2324.51,3,1636.3,0.7036,0.319,1,2019-07-20,0.1581,Medio,0,2026-08-25
27473,20,CABA,1046.15,4,122.01,0.1165,0.1747,0,2023-03-17,0.0633,Bajo,1,2026-08-25
27474,34,GBA Norte,1255.38,4,2361.46,1.8796,0.4272,4,2019-05-26,0.7416,Muy Alto,1,2026-08-25
27475,23,GBA Sur,1045.03,2,67.49,0.0645,0.475,2,2017-10-18,0.1804,Medio,0,2026-08-25
27476,18,Cordoba,811.08,0,237.83,0.2929,0.0754,2,2012-04-04,0.1254,Bajo,0,2026-08-25
27477,37,CABA,1223.04,2,718.27,0.5868,0.4002,0,2015-01-01,0.1401,Bajo,0,2026-08-25
27478,49,GBA Sur,1175.65,2,420.62,0.3575,0.5396,0,2020-02-13,0.1393,Bajo,0,2026-08-25
27479,54,Cordoba,1307.95,1,564.87,0.4315,0.5877,1,2013-10-20,0.2095,Medio,0,2026-08-25
27480,33,GBA Sur,362.37,2,120.29,0.331,0.2059,3,2011-02-27,0.2205,Medio,0,2026-08-25
27481,47,Mendoza,716.77,4,79.45,0.1107,0.1958,0,2016-05-03,0.0666,Bajo,1,2026-08-25
27482,37,Mendoza,791.15,2,723.46,0.9133,0.2769,0,2020-01-19,0.1662,Medio,0,2026-08-25
27483,46,Mendoza,551.67,2,245.32,0.4439,0.3936,0,2013-02-01,0.131,Bajo,1,2026-08-25
27484,53,GBA Norte,721.06,2,301.33,0.4173,0.2119,0,2017-07-30,0.0927,Bajo,0,2026-08-25
27485,37,Mendoza,1395.34,3,115.7,0.0829,0.7982,0,2017-12-30,0.1573,Medio,0,2026-08-25
27486,52,GBA Norte,1220.68,4,104.73,0.0857,0.4296,0,2017-05-18,0.0889,Bajo,0,2026-08-25
27487,25,CABA,1537.21,3,586.7,0.3814,0.5799,0,2017-11-01,0.1478,Bajo,1,2026-08-25
27488,47,Cordoba,1574.32,2,124.84,0.0792,0.2383,2,2016-12-25,0.1164,Bajo,1,2026-08-25
27489,52,Santa Fe,1653.25,1,554.24,0.335,0.1835,2,2017-05-14,0.1346,Bajo,1,2026-08-25
27490,51,CABA,1076.73,3,384.28,0.3566,0.3392,0,2019-04-06,0.1025,Bajo,0,2026-08-25
27491,25,Tucuman,1843.22,1,234.35,0.1271,0.6695,0,2022-12-22,0.1282,Bajo,0,2026-08-25
27492,37,GBA Oeste,771.61,3,352.0,0.4556,0.432,2,2015-08-16,0.2434,Medio,0,2026-08-25
27493,43,GBA Sur,1869.22,6,794.27,0.4247,0.0709,4,2016-09-25,0.2161,Medio,0,2026-08-25
27494,45,CABA,1547.32,1,153.89,0.0994,0.474,1,2023-08-07,0.1274,Bajo,0,2026-08-25
27495,41,CABA,1371.97,2,2190.71,1.5956,0.4208,1,2023-02-14,0.4148,Alto,1,2026-08-25
27496,57,Mendoza,1070.81,2,376.33,0.3511,0.2348,2,2020-06-10,0.1586,Medio,0,2026-08-25
27497,24,CABA,681.3,2,426.34,0.6249,0.6388,0,2015-02-04,0.2229,Medio,1,2026-08-25
27498,37,GBA Oeste,998.5,3,234.46,0.2346,0.2741,1,2021-09-14,0.1145,Bajo,0,2026-08-25
27499,19,Tucuman,435.22,0,134.86,0.3092,0.3334,1,2012-09-28,0.1475,Bajo,0,2026-08-25
27500,47,Mendoza,1665.04,4,171.77,0.1031,0.4981,1,2023-01-28,0.1305,Bajo,0,2026-08-25
27501,46,Cordoba,837.02,0,591.17,0.7054,0.3628,0,2020-02-27,0.1541,Medio,0,2026-08-25
27502,80,Cordoba,995.67,3,1841.37,1.8475,0.6055,5,2017-05-25,0.8433,Muy Alto,1,2026-08-25
27503,52,GBA Sur,505.45,0,130.8,0.2583,0.3283,0,2016-01-25,0.0986,Bajo,0,2026-08-25
